Date,ConsensusTarget,StockPrice,ForwardDate,StockPrice12mForward
2019-04-25,346.0,16.5086669921875,2020-04-24,48.34333419799805
2019-04-26,346.0,15.675999641418457,2020-04-27,53.25
2019-04-29,346.0,16.097999572753906,2020-04-28,51.27466583251953
2019-04-30,346.0,15.912667274475098,2020-04-29,53.367332458496094
2019-05-01,346.0,15.600666999816895,2020-04-30,52.12533187866211
2019-05-02,346.0,16.273332595825195,2020-05-01,46.75466537475586
2019-05-03,346.0,17.00200080871582,2020-05-04,50.74599838256836
2019-05-06,307.0,17.022666931152344,2020-05-05,51.2140007019043
2019-05-07,307.0,16.470666885375977,2020-05-06,52.172000885009766
2019-05-08,307.0,16.32266616821289,2020-05-07,52.00266647338867
2019-05-09,307.0,16.131999969482422,2020-05-08,54.62799835205078
2019-05-10,307.0,15.968000411987305,2020-05-11,54.08599853515625
2019-05-13,307.0,15.133999824523926,2020-05-12,53.96066665649414
2019-05-14,307.0,15.487333297729492,2020-05-13,52.73066711425781
2019-05-15,307.0,15.463333129882812,2020-05-14,53.55533218383789
2019-05-16,307.0,15.222000122070312,2020-05-15,53.27799987792969
2019-05-17,307.0,14.0686674118042,2020-05-18,54.242000579833984
2019-05-20,307.0,13.690667152404785,2020-05-19,53.867332458496094
2019-05-21,313.6,13.67199993133545,2020-05-20,54.37066650390625
2019-05-22,267.7,12.84866714477539,2020-05-21,55.17333221435547
2019-05-23,267.7,13.03266716003418,2020-05-22,54.45866775512695
2019-05-24,267.7,12.708666801452637,2020-05-26,54.591331481933594
2019-05-28,267.7,12.579999923706055,2020-05-27,54.68199920654297
2019-05-29,267.7,12.657333374023438,2020-05-28,53.72066879272461
2019-05-30,250.8857142857143,12.54800033569336,2020-05-29,55.66666793823242
2019-05-31,250.8857142857143,12.343999862670898,2020-06-01,59.87333297729492
2019-06-03,250.8857142857143,11.9313325881958,2020-06-02,58.770668029785156
2019-06-04,250.8857142857143,12.90666675567627,2020-06-03,58.86399841308594
2019-06-05,250.8857142857143,13.105999946594238,2020-06-04,57.62533187866211
2019-06-06,250.8857142857143,13.729999542236328,2020-06-05,59.04399871826172
2019-06-07,250.8857142857143,13.633333206176758,2020-06-08,63.327999114990234
2019-06-10,249.275,14.192000389099121,2020-06-09,62.711334228515625
2019-06-11,249.275,14.473333358764648,2020-06-10,68.336669921875
2019-06-12,249.275,13.950667381286621,2020-06-11,64.85600280761719
2019-06-13,249.275,14.260666847229004,2020-06-12,62.35200119018555
2019-06-14,249.275,14.32800006866455,2020-06-15,66.05999755859375
2019-06-17,249.275,15.001999855041504,2020-06-16,65.47533416748047
2019-06-18,249.275,14.982666969299316,2020-06-17,66.11933135986328
2019-06-19,249.275,15.095333099365234,2020-06-18,66.9306640625
2019-06-20,239.13333333333333,14.641332626342773,2020-06-19,66.72666931152344
2019-06-21,239.13333333333333,14.790666580200195,2020-06-22,66.28800201416016
2019-06-24,239.13333333333333,14.909333229064941,2020-06-23,66.78533172607422
2019-06-25,239.13333333333333,14.650667190551758,2020-06-24,64.0566635131836
2019-06-26,239.13333333333333,14.618000030517578,2020-06-25,65.73200225830078
2019-06-27,234.11999999999998,14.855999946594238,2020-06-26,63.982666015625
2019-06-28,227.38181818181818,14.897333145141602,2020-06-29,67.29000091552734
2019-07-01,237.35,15.14466667175293,2020-06-30,71.98733520507812
2019-07-02,237.35,14.970000267028809,2020-07-01,74.64199829101562
2019-07-03,237.35,15.65999984741211,2020-07-02,80.57733154296875
2019-07-05,237.35,15.539999961853027,2020-07-06,91.43866729736328
2019-07-08,237.35,15.355999946594238,2020-07-07,92.65733337402344
2019-07-09,237.35,15.337332725524902,2020-07-08,91.05867004394531
2019-07-10,237.35,15.928000450134277,2020-07-09,92.9520034790039
2019-07-11,237.35,15.90666675567627,2020-07-10,102.97666931152344
2019-07-12,237.35,16.338666915893555,2020-07-13,99.80400085449219
2019-07-15,237.35,16.899999618530273,2020-07-14,101.12000274658203
2019-07-16,237.35,16.825332641601562,2020-07-15,103.06732940673828
2019-07-17,237.35,16.99066734313965,2020-07-16,100.04266357421875
2019-07-18,237.35,16.902666091918945,2020-07-17,100.05599975585938
2019-07-19,237.35,17.211999893188477,2020-07-20,109.53333282470703
2019-07-22,237.35,17.045333862304688,2020-07-21,104.55733489990234
2019-07-23,237.35,17.344667434692383,2020-07-22,106.15533447265625
2019-07-24,237.35,17.658666610717773,2020-07-23,100.87133026123047
2019-07-25,241.2133333333333,15.254667282104492,2020-07-24,94.46666717529297
2019-07-26,241.2133333333333,15.202667236328125,2020-07-27,102.63999938964844
2019-07-29,241.2133333333333,15.718000411987305,2020-07-28,98.43267059326172
2019-07-30,241.2133333333333,16.150667190551758,2020-07-29,99.94066619873047
2019-07-31,241.2133333333333,16.107332229614258,2020-07-30,99.16600036621094
2019-08-01,241.2133333333333,15.59000015258789,2020-07-31,95.38400268554688
2019-08-02,241.2133333333333,15.62266731262207,2020-08-03,99.0
2019-08-05,241.2133333333333,15.221332550048828,2020-08-04,99.13333129882812
2019-08-06,241.2133333333333,15.383333206176758,2020-08-05,99.00133514404297
2019-08-07,241.2133333333333,15.561332702636719,2020-08-06,99.30533599853516
2019-08-08,241.2133333333333,15.886667251586914,2020-08-07,96.84733581542969
2019-08-09,241.2133333333333,15.667332649230957,2020-08-10,94.57133483886719
2019-08-12,241.2133333333333,15.267333030700684,2020-08-11,91.6259994506836
2019-08-13,241.2133333333333,15.666666984558105,2020-08-12,103.65066528320312
2019-08-14,241.2133333333333,14.641332626342773,2020-08-13,108.06666564941406
2019-08-15,241.2133333333333,14.37600040435791,2020-08-14,110.04733276367188
2019-08-16,241.2133333333333,14.662667274475098,2020-08-17,122.3759994506836
2019-08-19,241.2133333333333,15.121999740600586,2020-08-18,125.80599975585938
2019-08-20,241.2133333333333,15.057332992553711,2020-08-19,125.23533630371094
2019-08-21,241.2133333333333,14.722000122070312,2020-08-20,133.45533752441406
2019-08-22,241.2133333333333,14.8100004196167,2020-08-21,136.6653289794922
2019-08-23,241.2133333333333,14.09333324432373,2020-08-24,134.27999877929688
2019-08-26,241.2133333333333,14.333333015441895,2020-08-25,134.8893280029297
2019-08-27,241.2133333333333,14.272000312805176,2020-08-26,143.54466247558594
2019-08-28,241.2133333333333,14.37266731262207,2020-08-27,149.25
2019-08-29,241.2133333333333,14.780667304992676,2020-08-28,147.55999755859375
2019-08-30,241.2133333333333,15.040666580200195,2020-08-31,166.10667419433594
2019-09-03,241.2133333333333,15.000666618347168,2020-09-02,149.1233367919922
2019-09-04,241.2133333333333,14.711999893188477,2020-09-03,135.6666717529297
2019-09-05,241.2133333333333,15.305333137512207,2020-09-04,139.44000244140625
2019-09-06,241.2133333333333,15.16333293914795,2020-09-08,110.06999969482422
2019-09-09,241.2133333333333,15.452667236328125,2020-09-08,110.06999969482422
2019-09-10,241.2133333333333,15.702667236328125,2020-09-09,122.09333038330078
2019-09-11,241.2133333333333,16.47333335876465,2020-09-10,123.77999877929688
2019-09-12,241.2133333333333,16.391332626342773,2020-09-11,124.23999786376953
2019-09-13,241.2133333333333,16.34666633605957,2020-09-14,139.8733367919922
2019-09-16,241.2133333333333,16.187332153320312,2020-09-15,149.9199981689453
2019-09-17,241.2133333333333,16.319332122802734,2020-09-16,147.25332641601562
2019-09-18,241.2133333333333,16.232667922973633,2020-09-17,141.14332580566406
2019-09-19,241.2133333333333,16.440000534057617,2020-09-18,147.38333129882812
2019-09-20,241.2133333333333,16.041332244873047,2020-09-21,149.79666137695312
2019-09-23,241.2133333333333,16.082000732421875,2020-09-22,141.41000366210938
2019-09-24,241.2133333333333,14.880666732788086,2020-09-23,126.78666687011719
2019-09-25,241.2133333333333,15.24666690826416,2020-09-24,129.26333618164062
