Date,Close
2016-01-04,37.63825225830078
2016-01-05,37.74184036254883
2016-01-06,37.632808685302734
2016-01-07,36.72435760498047
2016-01-08,36.22429275512695
2016-01-11,36.331336975097656
2016-01-12,36.93944549560547
2016-01-13,35.66227340698242
2016-01-14,36.248085021972656
2016-01-15,35.21227264404297
2016-01-19,35.63799285888672
2016-01-20,35.61222839355469
2016-01-21,36.01415252685547
2016-01-22,36.94539260864258
2016-01-25,36.358604431152344
2016-01-26,36.367027282714844
2016-01-27,35.56364822387695
2016-01-28,37.086151123046875
2016-01-29,37.732913970947266
2016-02-01,38.199771881103516
2016-02-02,38.70231628417969
2016-02-03,37.139671325683594
2016-02-04,36.1806755065918
2016-02-05,34.878726959228516
2016-02-08,34.8985481262207
2016-02-09,34.742923736572266
2016-02-10,35.0318603515625
2016-02-11,35.00758361816406
2016-02-12,35.033851623535156
2016-02-16,35.566619873046875
2016-02-17,36.276824951171875
2016-02-18,35.560176849365234
2016-02-19,35.78815841674805
2016-02-22,36.13211441040039
2016-02-23,35.549278259277344
2016-02-24,35.72819900512695
2016-02-25,36.13558578491211
2016-02-26,35.92445373535156
2016-02-29,35.545806884765625
2016-03-01,36.78234100341797
2016-03-02,36.649024963378906
2016-03-03,36.25799560546875
2016-03-04,36.190093994140625
2016-03-07,35.326751708984375
2016-03-08,35.36293029785156
2016-03-09,35.95170974731445
2016-03-10,36.286739349365234
2016-03-11,36.91615676879883
2016-03-14,37.18230056762695
2016-03-15,37.198646545410156
2016-03-16,37.53516387939453
2016-03-17,37.590667724609375
2016-03-18,37.43852615356445
2016-03-21,37.77306365966797
2016-03-22,37.668479919433594
2016-03-23,37.545074462890625
2016-03-24,37.4102783203125
2016-03-28,37.33296585083008
2016-03-29,37.957916259765625
2016-03-30,38.079341888427734
2016-03-31,37.80973434448242
2016-04-01,38.145259857177734
2016-04-04,37.91975784301758
2016-04-05,37.59513854980469
2016-04-06,38.06596755981445
2016-04-07,37.671958923339844
2016-04-08,37.63974380493164
2016-04-11,37.54408645629883
2016-04-12,37.880104064941406
2016-04-13,38.25626754760742
2016-04-14,38.42874526977539
2016-04-15,38.65721893310547
2016-04-18,39.037841796875
2016-04-19,38.47136688232422
2016-04-20,38.40544891357422
2016-04-21,38.65721893310547
2016-04-22,36.564273834228516
2016-04-25,36.784332275390625
2016-04-26,35.94972610473633
2016-04-27,35.75594711303711
2016-04-28,34.94314956665039
2016-04-29,35.08291244506836
2016-05-02,35.40654373168945
2016-05-03,35.11066818237305
2016-05-04,35.25587844848633
2016-05-05,35.421409606933594
2016-05-06,35.940311431884766
2016-05-09,36.136070251464844
2016-05-10,36.64406967163086
2016-05-11,36.206443786621094
2016-05-12,36.083534240722656
2016-05-13,35.92296600341797
2016-05-16,36.19405746459961
2016-05-17,35.69300079345703
2016-05-18,35.77180099487305
2016-05-19,35.451141357421875
2016-05-20,35.768333435058594
2016-05-23,35.547298431396484
2016-05-24,36.32936096191406
2016-05-25,36.58062744140625
2016-05-26,36.522647857666016
2016-05-27,37.051456451416016
2016-05-31,37.113407135009766
2016-06-01,37.094078063964844
2016-06-02,36.88642501831055
2016-06-03,36.4696159362793
2016-06-06,36.182167053222656
2016-06-07,36.233211517333984
2016-06-08,36.82000732421875
2016-06-09,36.799686431884766
2016-06-10,36.33728790283203
2016-06-13,36.27236557006836
2016-06-14,36.34026336669922
2016-06-15,36.28772735595703
2016-06-16,35.89421844482422
2016-06-17,34.903011322021484
2016-06-20,34.99618148803711
2016-06-21,35.132469177246094
2016-06-22,35.21127700805664
2016-06-23,35.429344177246094
2016-06-24,33.95888137817383
2016-06-27,33.757659912109375
2016-06-28,34.259212493896484
2016-06-29,34.4539909362793
2016-06-30,34.86732482910156
2016-07-01,35.20036697387695
2016-07-05,34.934722900390625
2016-07-06,35.136940002441406
2016-07-07,35.052181243896484
2016-07-08,35.57355880737305
