ticker_date,Firm,TargetPrice,StockPriceAtTarget,ForwardDate,StockPrice12mForward
2020-01-10,Bernstein,102.5,94.15799713134766,2021-01-11,155.7104949951172
2020-01-16,Morgan Stanley,110.0,93.89700317382812,2021-01-15,155.21249389648438
2020-01-17,UBS,115.25,93.23600006103516,2021-01-19,156.03799438476562
2020-01-22,Pivotal Research,112.5,94.37300109863281,2021-01-21,165.34950256347656
2020-01-23,"Monness, Crespi, Hardt",112.5,94.22899627685547,2021-01-22,164.6114959716797
2020-01-27,Benchmark,115.0,91.41699981689453,2021-01-26,166.30650329589844
2020-01-29,Deutsche Bank,113.75,92.9000015258789,2021-01-28,161.88099670410156
2020-01-29,BMO Capital,107.5,92.9000015258789,2021-01-28,161.88099670410156
2020-01-31,"Monness, Crespi, Hardt",132.5,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,CFRA,115.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,B of A Securities,124.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Susquehanna,125.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Morgan Stanley,120.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,RBC Capital,135.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,DA Davidson,131.25,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Baird,113.75,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,BMO Capital,122.5,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Piper Sandler,122.5,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,JMP Securities,122.5,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Stifel,120.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Cowen & Co.,132.5,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,UBS,122.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Raymond James,120.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Bernstein,107.5,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Oppenheimer,120.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Mizuho,120.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Credit Suisse,120.0,100.43599700927734,2021-02-01,167.1439971923828
2020-01-31,Wells Fargo,125.0,100.43599700927734,2021-02-01,167.1439971923828
