GradeDate,Firm,currentPriceTarget,priorPriceTarget
2026-04-30,Cantor Fitzgerald,465.0,395.0
2026-04-30,Truist Securities,415.0,385.0
2026-04-30,Rosenblatt,393.0,357.0
2026-04-30,Needham,450.0,400.0
2026-04-30,RBC Capital,425.0,400.0
2026-05-01,Wells Fargo,427.0,361.0
2026-05-01,Stifel,420.0,387.0
2026-05-04,Freedom Broker,400.0,365.0
2026-05-04,Citizens,515.0,385.0
2026-05-06,Mizuho,460.0,420.0
2026-05-20,Keybanc,425.0,425.0
2026-05-20,Needham,450.0,450.0
2026-05-20,Wells Fargo,435.0,427.0
2026-05-20,Citizens,515.0,515.0
2026-05-21,Rosenblatt,393.0,393.0
2026-05-29,Truist Securities,430.0,415.0
2026-06-01,Piper Sandler,445.0,425.0
2026-06-02,HSBC,420.0,435.0
2026-06-03,Needham,450.0,450.0
2026-06-30,Morgan Stanley,415.0,375.0
2026-07-02,Wells Fargo,416.0,435.0
2026-07-10,Keybanc,445.0,425.0
2026-07-13,UBS,400.0,410.0
